0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.006542827391604823,0.08517503982412691,0.01153086553472665,0.010408300345893105,0.056932156456744876,0.005815951499503243,0.004790129130698493,0.013619403636818923,0.02323606787206043,0.017749783479133793,0.002225311256925587,0.002976248617682177,0.09326066598311618,0.0027282802055807213,0.011681416977558822,0.0036165244044551598,0.008528378682116127,0.014353162699755815,0.011901530215448649,0.07597690174140255,0.028566483591549462,0.049543454112953855,0.07982370408358164,0.0016593184747968725,0.018967399224110077,0.0004400588688919873,0.013668933993422824,0.000900151960528611,0.05620571296661816,0.0013931123867035153,0.00644546951729795,0.0018916943902980766,0.0004814182838962164,0.00788023459816659,0.009373913198450164,0.014635560339585551,0.021065624751891054,0.006449401718624051,0.008112207247580334,0.06336123414333292,0.006213295312545991,0.01884093414002134,0.002931263152298122,0.06454174016465213,0.013956758387206225,0.005637052513293443,0.0027019063973701503,0.008516984128318885,0.008427197057518392,0.014318834939142355
0.0009704314508878064,0.0255204635384562,0.06451659931717571,0.007227609883894504,0.013244214671437674,0.0007343994104599555,0.12865935148481566,0.038459165149461426,0.07603706753993603,0.00604871120965283,0.003135570256438405,0.04628692848279092,0.01098741926160082,0.04465921090281018,0.040401791380359056,0.0038421390755931984,0.002826396549945238,0.02096638561503893,0.05218212639456118,0.0028176278087544337,0.010365406425442808,0.02253753708044352,0.003337244672532283,0.0018088670223423311,0.007116709609757255,0.0005310459448300108,0.10898290567074313,0.0011762809426070552,0.019351449943003037,0.0006060595158070671,0.0006893410164404559,0.0005443826933383393,0.000430663992037365,0.00713974199534651,0.008523658466113974,0.017006035298862406,0.004773766594388442,0.009864320133414104,0.0013911085392850373,0.001947002094204045,0.011497948562780353,0.002315216174450027,0.06225758743111944,0.0042432044545738495,0.0020834092935689873,0.002428599920465667,0.007188292519869133,0.004826670777325249,0.020733363860832667,0.06477856997000535
0.00874972254385733,0.0257944742171215,0.019254036831055858,0.002464754374194046,0.017719055731344392,0.00139370052886614,0.008230214941826772,0.0015104331223195313,0.05613202324478108,0.0017690741069165288,0.001381474644466877,0.0028782305114144627,0.019472121644737873,0.0013871258961641552,0.01412784547032211,0.0035325047545588456,0.002639637807640232,0.2807986240308726,0.021997090017666455,0.016811877934241014,0.003972341197878483,0.016393724977568552,0.013330452030351419,0.06138502701652935,0.0033006550525024312,0.0009109907967182907,0.147684821031071,0.0019604503603840454,0.01566318804983991,0.0042188057178382254,0.0011396781754918206,0.009863310739659976,0.0012569715724221888,0.009850940771873751,0.0038967531567666294,0.005750532088298385,0.006399623824088152,0.0009700695717806066,0.0022088568764228314,0.004514653156133331,0.01469410903806915,0.03834311328469814,0.019555410795025513,0.02582915155900476,0.002554099627800242,0.0010133945679362366,0.00695869199850174,0.018756789184666986,0.002409435140864622,0.04716993628544547
0.0008491529068881117,0.01978241285244594,0.003211064902642386,0.0015426157854093597,0.09273118922501558,0.0033913911764425265,0.0028351254780349345,0.0016306728505589203,0.002175542766424119,0.01757385362040164,0.010262331439003094,0.00897643290333573,0.10889862666127677,0.0005520787426561737,0.005891261553294644,0.005394892301488356,0.00456184388189476,0.00385717949833699,0.017320870100014485,0.06712743613824765,0.04421557221208848,0.021818786284078257,0.06473597864127714,0.001999489951563679,0.015947054174833917,0.004603352210949864,0.007295653736257454,0.006978344351524819,0.009934487984395283,0.0010684332417541071,0.009588243552654464,0.000803219001823548,0.002032152907962127,0.0033333162388362878,0.10512673893329509,0.025668395940073363,0.004810525765115539,0.008413542243160177,0.09117057678123561,0.008649262059709808,0.023643443889034704,0.0013137677229026166,0.0006751654647954167,0.08530470706530292,0.0013070078451171176,0.057683863303756,0.002025126157121962,0.0006711242473848564,0.0007634563028674818,0.00985323700531568
0.00024006223817502363,0.0776216689976909,0.013222107786910894,0.0012955831450820782,0.007741058031308132,0.00042116950245136165,0.3996441864580638,0.0013449513292394938,0.02176622998020008,0.006002866379302268,0.00032885974001240094,0.0075920311808384735,0.018669187656976054,0.0019454023526697284,0.007824110540021328,0.0023156793519910103,0.0002940888278999577,0.012578561780294118,0.014093038576886499,0.0162026718493226,0.0056657064337007484,0.02930217224192483,0.0248238922215349,0.0001321394320527829,0.0004606571550349087,0.0023913913155880354,0.18265502168901482,0.0017991500988198661,0.02059713064108143,0.00015373166224123542,0.0005542874438656199,0.0011082837479457455,0.0005118946832862179,0.001351974319115839,0.0012616022307483786,0.002709290185866006,0.0008793765688907329,0.0018208633383270864,0.00046047796014957556,0.01980344575765915,0.0006649663175647684,0.0021821015881766112,0.0037284934461976707,0.004177553105947364,0.0018399765920878914,0.002841736452210188,0.0020589615896891714,0.0030863919203977823,0.026864620712775678,0.04296919344276879
0.0019552377567214558,0.007997352398548574,0.03499230974617145,0.002846388144394621,0.01446987051457064,0.004693161287831944,0.05211158271933749,0.011159122614141563,0.01587466217774252,0.04914714422234893,0.004834504733974447,0.054380661641827845,0.02626027031118037,0.028373006949503937,0.11867728767603339,0.0010995798189226927,0.002014296764988763,0.0034427571471423446,0.040070163117469595,0.010647743343216021,0.002985820502168039,0.036999709076882964,0.025457079196403942,0.002515892200871764,0.00923294464947782,0.0017092035611658203,0.035658248424929664,0.05013569621043856,0.017971295094980945,0.004945674637112587,0.006849645123588663,0.0009700668661515328,0.0013492030845163872,0.009387254972718594,0.09357657230161304,0.006378541274215564,0.002723185987351213,0.01741434967865577,0.016533646917848553,0.01347068526191566,0.011759995242393125,0.0041518687155448104,0.022886976459734466,0.03435880450601333,0.012597652257950093,0.02083690358658307,0.0038982452477104947,0.0015256341590106867,0.003262350562157247,0.04340975115382696
0.0014385913402897106,0.006623738690496308,0.014206084201532692,0.0030391818005486176,0.046520186108815954,0.00120437489102157,0.02163865433179147,0.006510726663920416,0.0027084316552352314,0.011615792411431245,0.003214276487138963,0.013020340122111196,0.09032711857031261,0.06566166560122498,0.026824752751906145,0.0008382982916230557,0.002859970996079362,0.005746651075901011,0.0521532254948347,0.05967671613656289,0.02556065222905003,0.04231816579114099,0.06765790677548382,0.0023965904043393473,0.01924794551368462,0.006294032026541116,0.0008174944339457335,0.023098881840955595,0.02377407968326866,0.00838644442857656,0.002396707953279723,0.0014795892167618948,0.0006853348328096393,0.001448644528730263,0.04099071240188146,0.014594036533967254,0.002392745764328069,0.020080069488124644,0.05159561500495039,0.015006877262898524,0.031660071916927414,0.0023901958332938197,0.004543911351168427,0.05749542916693713,0.003699398781000783,0.07691735939130967,0.003151152924614338,0.0025780147435520147,0.004643868941526996,0.006869293212172961
0.0027866401372644073,0.00946106830438584,0.009404312678502539,0.005137990706273344,0.03819482582264995,0.003096630641760954,0.00148108367442575,0.005248733380540153,0.0060087054165434695,0.0027372254650541578,0.0023891552163189194,0.0006621967743112364,0.0749411211505239,0.008333233456541406,0.02411005516424954,0.0008690263365966821,0.011206625284830334,0.003315761978037729,0.046666077075697684,0.06080187089223179,0.0127631545449871,0.034826734052645456,0.05399302740450329,0.005179441861027774,0.008426867669516249,0.0379672800912028,0.0024399799718564756,0.0412797772574456,0.010271018168720258,0.007941471274749099,0.007256417086220974,0.0038138785508861394,0.0025782986412858375,0.02110404343699407,0.01882836305502409,0.009207084808797044,0.0009715217277162403,0.10432212912001063,0.10482512576730214,0.01952657359976994,0.06683156120121361,0.006965588415250206,0.01535415457893113,0.044023912978691716,0.0019190150710144509,0.010187431522286333,0.004265546289411613,0.002176934242070348,0.01418709891225679,0.00971422914147281
0.003007270986302426,0.024825301576819843,0.012903339979539524,0.030125914261623254,0.0408115893483886,0.004251475170317426,0.003406522324161364,0.0014466409827940349,0.012785867592099926,0.015845796319094062,0.011189329867639345,0.011601694351024653,0.034906298965333524,0.0021135071448281076,0.0036826674630833995,0.01220001679410456,0.010471121991445714,0.08258942699173742,0.04492302205475249,0.05376595816848302,0.030058170792938245,0.029195618317753358,0.048940375001181514,0.0018919628171916274,0.024027932018951863,0.0010081751783085958,0.004863005678099923,0.03563747971839999,0.019834474599639464,0.0017200967658165902,0.006746552308327085,0.0025394704794070846,0.0027436863772990067,0.0025185660177955505,0.00891155841421537,0.028630528562979395,0.016385308947018878,0.014806493150988736,0.038216639164817365,0.09542166289060364,0.03585920147094741,0.0030889911006660217,0.009936471584098666,0.03188815194055854,0.005627942695374385,0.005534216268897709,0.011266496706212097,0.004374198083415504,0.016555476975664826,0.04491833363885888
0.0033927812279181567,0.009115166986598516,0.0005632021415267098,0.0040980836983964975,0.0430917987940453,0.141043320021972,0.0017142922654778477,0.0010406763855246033,0.00264566881964752,0.0017251254820112726,0.0006512759374069818,0.004635084114715504,0.10409681479654395,0.002804161885589504,0.002127884362810928,0.00020654610747261747,0.00789149419687626,0.0004743774296522318,0.012751079489187666,0.07804924844682821,0.04218282651368951,0.04581285120416221,0.08257405704818695,0.0020982368179606656,0.027029054650111916,0.0010494002632055834,0.0038275966174059913,0.0007910910151025076,0.03772667786954841,0.002161676456408389,0.0003336674363950335,0.11095789003711384,0.00047999749533023583,0.0019490161753928175,0.0017638862914106774,0.04822006073576528,0.004005873574745848,0.00345757759137399,0.00481483219007253,0.004932390334406771,0.004693060697026405,0.01831170856097746,0.0016820820146206026,0.07578962288474225,0.002495159301187895,0.004704020079316977,0.012522988186324349,0.026575414083795067,0.0005625098682584149,0.004376691415759061
0.0048534451525846685,0.04508853559871665,0.08663174534609482,0.003731390331638608,0.014310254564089974,0.001791630604963681,0.06751935173444985,0.013444210974207043,0.3141101652977226,0.00737304734231779,0.0018951403534670519,0.0013826547852180129,0.009728687493415895,0.0002539698521368115,0.04836779764848501,0.006368819494379406,0.00029936081437954463,0.015216979072799564,0.016908404630115653,0.004551249443082802,0.014125564079022985,0.022082555518081717,0.0009911310515341985,0.0015495146939733554,0.008001247694381288,0.00034211204063749786,0.07981267758284531,0.00029143022758803817,0.0070808678341249525,0.0005982962522061766,0.0007152113589523142,0.005463234365919237,0.00019495776284021477,0.003573803804205315,0.009407340282066235,0.021955864361399725,0.033241859994399214,0.0004235686113855818,0.00023988011363409984,0.0035320875851706976,0.0014573200291514911,0.004288249588922455,0.02011725592351047,0.007825331068661711,0.005496578825267787,0.0035762668570733305,0.009353328197434943,0.009526691612038151,0.0029221796521109846,0.057986752497195114
0.0018081496532112592,0.003826928892459521,0.0037207573475836185,0.001344795118008164,0.06421612119740974,0.007847877918420544,0.0021861930141076984,0.002940919417172278,0.0007233502287030588,0.001782415939142077,0.005708724798869353,0.005926099999673225,0.08003887991250633,0.0012689976350322993,0.10111430278809456,0.0006350127811333688,0.005957245479621565,0.003946571338148084,0.023399272926089395,0.03631872198060275,0.03346888762084264,0.01626028428361498,0.055102589294898086,0.001641613179776201,0.04024378457741907,0.00038050398000004257,0.0010206038842860998,0.002768507402463877,0.008688345815558735,0.00040705747949345975,0.004043835456139869,0.005895067993870082,0.00029635554985293086,0.006788810699430705,0.28340819352196817,0.013846650806126081,0.006365445435478007,0.0024416250907178818,0.04346394166075491,0.0023801188421165094,0.017355873472592313,0.007618324430673011,0.001977894775667613,0.06195342710565775,0.006641925483329819,0.008835885026066184,0.0029960626379642143,0.0018428418151464007,0.0033377501699113146,0.0038164541421941743
0.004661154992224267,0.006783188214137067,0.023131165401455954,0.00406131758040827,0.012677247846002545,0.024184542663546204,0.009845439048912174,0.0015006402161436623,0.01693590551810346,0.0053069674291909225,0.006406782871477277,0.018117211040392524,0.018930162426647395,0.015065141600423087,0.004923666733534285,0.010719826415836863,0.038982209016593015,0.01869435168504337,0.033321667551966,0.00902951470526366,0.04386746389313114,0.01960380679128142,0.012512996423873953,0.00042047295292127186,0.03384643269128592,0.0003620151249100547,0.008174983436632572,0.006482658557283687,0.015546211590795033,0.007096517311056552,0.006692022497403166,0.10842294327445415,0.005765800036595385,0.0197048762401812,0.01714205475363927,0.02636452653877212,0.003907441589823991,0.05540962775825283,0.0031204378074683506,0.007902490053651717,0.011662876298050007,0.05469201343191379,0.0656247844545324,0.013383068942887008,0.014960132764787845,0.0038101820953852367,0.07828660591282752,0.03294126867258539,0.01325545405525913,0.025759731091055914
